SJC,7
SAN,-8
SNA,-12
PDX,-8
PHX,-9
DFW,-5
DEN,-6
SEA,-3
HPN,1
BOS,-3
SFO,0
BOS,-5
JFK,-8
JAX,-10
DCA,-6
JFK,-1
MCO,-3
JFK,-7
DFW,58
BOS,-6
STT,-7
OMA,-1
FLL,-5
DCA,-6
SJU,0
TPA,-2
ABQ,-5
AUS,13
MDW,38
ATL,-1
LGA,0
PBI,-2
LGA,-2
JFK,35
LGA,0
DTW,-6
JFK,-4
DEN,0
BZN,-3
FLL,-2
PHX,20
EWR,-5
MCO,-2
SAV,-1
XNA,-4
EWR,15
BNA,-9
SAF,-5
DEN,-2
HNL,10
PHX,-10
KOA,-6
HNL,-7
DFW,0
LEX,-2
STL,-3
PIA,-5
DFW,0
DFW,0
DFW,0
XNA,0
SAV,1
FLL,15
SAN,-8
MKE,-10
PSP,180
MCI,-2
COS,-2
SLC,30
LAX,-4
ORD,0
COS,-4
YUM,89
FLG,0
SBA,-2
DEN,59
DCA,-3
LAS,-5
IAD,26
MCO,3
SFO,3
JFK,-2
FCA,-5
MCI,-8
DEN,1
BWI,-12
MIA,-5
DEN,17
LAX,19
BDL,-2
DEN,-4
EWR,0
ATL,1
BOS,-8
BWI,-3
DAL,-4
GRR,-9
MCI,-9
MSY,1
PHX,0
ROC,-6
STL,0
TPA,-2
IAD,0
DEN,1
SFO,27
ORD,7
MSY,-2
IAD,9
IAH,-2
OMA,-4
LAX,23
SNA,-4
SAT,0
TUL,-11
LAS,0
DFW,0
SEA,1
ATL,0
AUS,6
DFW,0
LGA,9
DEN,-2
DEN,36
DFW,31
LAX,-10
BNA,-5
DEN,10
SEA,38
LAX,-5
AVL,-6
DEN,-9
DEN,31
SFO,-7
ORD,-5
EUG,-11
LGB,-8
DTW,7
ORD,-1
SFO,1
LAX,-6
IAD,4
LAX,2
HDN,85
HNL,1
JMS,0
ORD,-5
SMF,-2
DTW,-5
DEN,-8
FAT,-6
IAD,15
IAD,11
SNA,10
LAX,-10
SYR,-3
PWM,-4
ORD,-2
LAX,0
ATL,-8
BDL,-3
BWI,12
DAL,3
DAL,-7
ELP,20
ISP,-3
JAX,-5
SAN,-3
SMF,7
IAD,-1
BOS,-1
FLL,-9
LAS,-7
PDX,-13
SEA,6
BOS,-4
BUF,-5
FLL,0
DTW,3
JFK,-2
JAX,-1
ATL,10
ATL,-1
ATL,-1
ORD,-3
ROA,-10
RIC,-9
CHA,-6
CLE,-7
EYW,-5
ISN,-7
DEN,-6
ITO,48
BNA,-10
DFW,0
MEM,-11
LAS,5
MYR,-9
BWI,8
ABQ,-1
PDX,-4
LAX,-5
DEN,0
IAD,-2
ATL,-4
DEN,13
ORD,-9
ORD,-3
MCO,34
LGA,-9
LGB,-10
ORD,21
ORD,-1
HNL,-8
PBI,-8
IAD,-7
EWR,11
HNL,-2
LAX,-8
BWI,-5
PBI,-8
BUF,-2
PHX,29
DEN,-8
JFK,-2
DTW,7
LAS,-2
MCO,-7
RNO,77
SLC,0
SLC,10
TPA,-5
TPA,-3
TUL,-5
TUS,2
SNA,4
LAX,-9
RSW,-3
SLC,9
TUS,-1
DFW,-7
LAX,-1
LGA,26
MSY,-3
TUS,1
DFW,-4
ATL,-9
SEA,-3
SEA,0
JFK,-5
LAX,-1
BOS,2
PHL,-14
JFK,-7
MIA,-2
RDU,-6
PBI,-3
LAX,-6
SFO,-6
DFW,1
JFK,-13
ATL,0
SEA,-2
JFK,-8
ATL,0
RSW,-8
CAK,-5
CRW,14
DEN,3
DFW,15
CMH,4
DFW,0
MQT,-7
ABI,0
JFK,-5
CMH,-9
ORD,-1
CHO,-9
DFW,-4
ORD,100
SLC,-11
IAD,4
HNL,10
EWR,3
IAD,-9
COS,-5
OGG,-8
ORD,34
FLL,43
DTW,-2
DFW,0
SAT,-4
PBI,-3
SAN,-9
LAX,-4
SFO,-4
AUS,11
BWI,-1
CHS,-4
LAS,-5
ABQ,-2
ATL,6
SNA,-4
EWR,3
IAD,3
TPA,-2
LAX,-4
PHX,18
ORD,4
